URL,Year,School,Conf,Class,Pos,G,college_solo_tackles,college_assisted_tackle,college_total_tackles,college_tackles_for_loss,college_sk,college_int,college_int_yds,college_int_td,college_passes_defended,college_fumbles_recov,college_fumbles_recov_yds,college_fumbles_recov_td,college_fumbles_forced
https://www.sports-reference.com/cfb/players/tashawn-bower-1.html,,LSU,SEC,,,26.0,22.0,38.0,60.0,12.0,5.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
https://www.sports-reference.com/cfb/players/tedric-thompson-1.html,,Colorado,Pac-12,,,46.0,157.0,58.0,215.0,7.5,0.0,13.0,243.0,0.0,26.0,0.0,0.0,0.0,1.0
https://www.sports-reference.com/cfb/players/tim-williams-7.html,,Alabama,SEC,,,34.0,38.0,19.0,57.0,30.0,20.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0
https://www.sports-reference.com/cfb/players/tj-watt-1.html,,Wisconsin,Big Ten,,,22.0,41.0,29.0,70.0,17.0,11.5,1.0,17.0,1.0,6.0,1.0,0.0,0.0,2.0
https://www.sports-reference.com/cfb/players/tredavious-white-1.html,,LSU,SEC,,,48.0,111.0,56.0,167.0,11.0,1.5,6.0,61.0,1.0,34.0,1.0,0.0,0.0,1.0
https://www.sports-reference.com/cfb/players/treston-decoud-1.html,,Oregon State,Pac-12,,,22.0,77.0,31.0,108.0,5.5,1.0,2.0,13.0,0.0,15.0,0.0,0.0,1.0,0.0
https://www.sports-reference.com/cfb/players/trey-hendrickson-1.html,,Florida Atlantic,CUSA,,,36.0,68.0,57.0,125.0,41.0,29.5,0.0,0.0,0.0,3.0,2.0,0.0,0.0,7.0
https://www.sports-reference.com/cfb/players/treyvon-hester-1.html,,Toledo,MAC,,,45.0,77.0,84.0,161.0,32.0,13.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0
https://www.sports-reference.com/cfb/players/tyus-bowser-1.html,,Houston,American,,,43.0,70.0,67.0,137.0,28.0,22.5,2.0,14.0,0.0,9.0,2.0,0.0,0.0,3.0
https://www.sports-reference.com/cfb/players/ukeme-eligwe-1.html,,Florida State,ACC,,,21.0,77.0,44.0,121.0,10.5,4.5,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0
https://www.sports-reference.com/cfb/players/vince-biegel-1.html,,Wisconsin,Big Ten,,,36.0,88.0,43.0,131.0,28.5,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
https://www.sports-reference.com/cfb/players/vincent-taylor-1.html,,Oklahoma State,Big 12,,,34.0,71.0,41.0,112.0,23.0,12.0,0.0,14.0,0.0,2.0,2.0,0.0,0.0,2.0
https://www.sports-reference.com/cfb/players/william-likely-1.html,,Maryland,Big Ten,,,43.0,174.0,55.0,229.0,16.5,2.0,7.0,170.0,2.0,29.0,1.0,0.0,0.0,5.0
https://www.sports-reference.com/cfb/players/xavier-woods-1.html,,Louisiana Tech,CUSA,,,51.0,181.0,91.0,272.0,20.5,4.0,14.0,344.0,2.0,18.0,0.0,0.0,1.0,6.0
https://www.sports-reference.com/cfb/players/zach-cunningham-1.html,,Vanderbilt,SEC,,,32.0,156.0,100.0,256.0,36.0,6.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,6.0
